block,genome,chr/contig,start,end,orientation,length
559,NZ_OX366319,1,1213743,1214281,-,538
559,NZ_OX366332,1,1300310,1300848,+,538
559,NZ_CP110359,1,176098,176636,-,538
559,NZ_OU953855,1,654162,654700,-,538
559,NZ_OX366272,1,121087,121625,+,538
559,NZ_OX366347,1,1361410,1361948,+,538
559,NZ_OX366363,1,937911,938449,+,538
559,NZ_OX366359,1,1130091,1130629,+,538
559,NZ_CP090900,1,917185,917723,+,538
559,NZ_OX366352,1,155469,156007,-,538
559,NZ_OX366400,1,1072249,1072787,+,538
559,NZ_OX366327,1,1212862,1213400,+,538
559,NZ_CP042444,1,917620,918158,+,538
559,NZ_OX366326,1,1423894,1424432,+,538
559,NZ_CP037426,1,788665,789203,-,538
559,NZ_OX366339,1,1143726,1144264,+,538
559,NZ_OX366339,1,1153629,1154167,-,538
559,NZ_OX366355,1,142516,143054,-,538
559,NZ_CP046922,1,979081,979619,+,538
559,NZ_OX366399,1,1315682,1316220,+,538
559,NZ_OX366396,1,155683,156221,+,538
559,NZ_OX366351,1,1369470,1370008,+,538
559,NZ_OX366381,1,132722,133260,+,538
559,NZ_OX366369,1,1421911,1422449,-,538
559,NZ_OX366356,1,1059984,1060508,-,524
559,NZ_OX366377,1,1049566,1050104,-,538
559,NZ_OX366388,1,1689790,1690328,-,538
559,NZ_OX366357,1,70196,70734,-,538
559,NZ_CP072012,1,267010,267548,+,538
559,NZ_OX366398,1,399237,399775,+,538
559,NC_002978,6,917185,917723,+,538
559,NZ_OX366389,1,1293379,1293917,+,538
559,NZ_OX366397,1,1526615,1527153,+,538
559,NZ_OX366378,1,1233513,1234051,+,538
559,NZ_CP090903,1,917185,917723,+,538
559,NZ_OX366374,1,195782,196327,-,545
559,NZ_CP090901,1,917185,917723,+,538
559,NZ_CP046923,1,895329,895867,+,538
559,NZ_CP069055,1,927444,927982,-,538
559,NZ_CP072670,1,917025,917563,+,538
559,NZ_CP090899,1,917185,917723,+,538
559,NZ_CP046924,1,916267,916805,+,538
559,NZ_OX366348,1,63556,64094,-,538
559,NZ_CP046921,1,979081,979619,+,538
559,NZ_CP054557,1,925957,926495,-,538
559,NZ_CP072669,1,917033,917571,+,538
559,NC_021089,1,950095,950633,+,538
558,NZ_CP072672,1,887374,888187,+,813
558,NZ_CP069060,1,776798,777701,-,903
558,NZ_CP072667,1,887348,888161,+,813
558,NZ_CP072671,1,887356,888169,+,813
558,NZ_CP072668,1,887343,888156,+,813
558,NZ_CP072666,1,887356,888169,+,813
558,NZ_CP090902,1,887508,888321,+,813
558,NZ_CP090948,1,887508,888321,+,813
558,NZ_CP069052,1,878370,879273,+,903
558,NZ_CP076228,1,1078081,1078939,+,858
558,NZ_CP042445,1,887496,888309,+,813
558,NZ_CP069053,1,776806,777709,-,903
558,NZ_CP042446,1,887508,888321,+,813
558,NZ_OX366368,1,1333700,1334558,+,858
558,NZ_OX366379,1,1221686,1222544,-,858
558,NZ_CP091195,1,1241869,1242759,+,890
558,NZ_CP046925,1,887356,888169,+,813
558,NZ_OU909470,1,336975,337872,+,897
558,NZ_OX366344,1,837972,838866,+,894
558,NZ_CP090900,1,887508,888321,+,813
558,NZ_CP042444,1,887943,888756,+,813
558,NZ_CP046922,1,949404,950217,+,813
558,NZ_OX366399,1,1286809,1287667,+,858
558,NZ_OX366388,1,1756304,1757198,-,894
558,NZ_CP072012,1,678686,679544,-,858
558,NC_002978,6,887508,888321,+,813
558,NZ_OX366378,1,1186385,1187275,+,890
558,NZ_CP090903,1,887508,888321,+,813
558,NZ_CP090901,1,887508,888321,+,813
558,NZ_CP046923,1,865652,866465,+,813
558,NZ_CP069055,1,1010072,1010930,+,858
558,NZ_CP072670,1,887348,888161,+,813
558,NZ_CP090899,1,887508,888321,+,813
558,NZ_CP046924,1,886590,887403,+,813
558,NZ_CP046921,1,949404,950217,+,813
558,NZ_CP072669,1,887356,888169,+,813
557,NZ_CP072672,1,739831,740362,+,531
557,NZ_CP069060,1,582772,583303,+,531
557,NZ_CP072667,1,739813,740344,+,531
557,NZ_CP072671,1,739813,740344,+,531
557,NZ_CP072668,1,739800,740331,+,531
557,NZ_CP072666,1,739813,740344,+,531
557,NZ_CP090902,1,739965,740496,+,531
557,NZ_CP090948,1,739965,740496,+,531
557,NZ_CP069052,1,1133762,1134293,+,531
557,NZ_CP076228,1,799355,799888,-,533
557,NZ_CP042445,1,739953,740484,+,531
557,NZ_CP042904,1,619774,620305,+,531
557,NC_012416,1,655429,655960,+,531
557,NZ_CP069053,1,582780,583311,+,531
557,NZ_CP042446,1,739965,740496,+,531
557,NZ_CP041215,1,940235,940767,-,532
557,NZ_OX366353,1,103777,104309,-,532
557,NZ_OX366387,1,713906,714438,-,532
557,NZ_OX366368,1,1185675,1186206,+,531
557,NZ_OX366379,1,1105190,1105721,+,531
557,NZ_CP091195,1,1514841,1515384,-,543
557,NZ_OX366375,1,1031954,1032485,+,531
557,NZ_CP046925,1,739813,740344,+,531
557,NZ_OX366318,1,1037132,1037663,+,531
557,NZ_OX366319,1,182021,182553,-,532
557,NZ_OX366332,1,1123158,1123689,+,531
557,NZ_CP110359,1,466332,466867,-,535
557,NZ_OU953855,1,230318,230850,-,532
557,NZ_OX366272,1,1362002,1362536,+,534
557,NZ_OX366347,1,171279,171805,+,526
557,NZ_OX366363,1,1202818,1203350,-,532
557,NZ_OX366364,1,193935,194441,+,506
557,NZ_OX366359,1,950959,951490,+,531
557,NZ_CP090900,1,739965,740496,+,531
557,NZ_OX366352,1,1264476,1265008,-,532
557,NZ_OX366362,1,413772,414298,-,526
557,NZ_OX366400,1,900382,900913,+,531
557,NZ_OX366327,1,1036771,1037302,+,531
557,NZ_OX366367,1,1371493,1371999,+,506
557,NZ_CP042444,1,740400,740931,+,531
557,NZ_OX366326,1,1244615,1245146,+,531
557,NZ_CP037426,1,829667,830198,+,531
557,NZ_OX366339,1,852730,853261,+,531
557,NZ_OX366355,1,206391,206923,-,532
557,NZ_CP046922,1,801778,802309,+,531
557,NZ_OX366399,1,1139818,1140349,+,531
557,NZ_OX366395,1,1341099,1341631,-,532
557,NZ_OX366396,1,1348740,1349272,-,532
557,NZ_OX366351,1,1191040,1191571,+,531
557,NZ_OX366381,1,292882,293414,-,532
557,NZ_OX366369,1,1227145,1227676,+,531
557,NZ_OX366356,1,944134,944677,+,543
557,NZ_OX366377,1,1190448,1190980,-,532
557,NZ_OX366388,1,220902,221445,+,543
557,NZ_OX366357,1,1023396,1023930,+,534
557,NZ_CP072012,1,1441364,1441896,-,532
557,NZ_OX366398,1,218427,218958,+,531
557,NC_002978,6,739965,740496,+,531
557,NZ_OX366389,1,1136977,1137509,-,532
557,NZ_OX366397,1,1344659,1345190,+,531
557,NZ_OX366378,1,569260,569803,-,543
557,NZ_CP090903,1,739965,740496,+,531
557,NZ_OX366374,1,48701,49203,-,502
557,NZ_CP090901,1,739965,740496,+,531
557,NZ_CP046923,1,718026,718557,+,531
557,NZ_CP069055,1,739294,739826,+,532
557,NZ_CP072670,1,739805,740336,+,531
557,NZ_CP090899,1,739965,740496,+,531
557,NZ_CP046924,1,738964,739495,+,531
557,NZ_OX366348,1,241627,242158,-,531
557,NZ_CP046921,1,801778,802309,+,531
557,NZ_OX366338,1,322475,323006,+,531
557,NZ_CP054557,1,1068361,1068893,-,532
557,NZ_CP072669,1,739813,740344,+,531
557,NC_021089,1,773396,773927,+,531
556,NZ_CP072672,1,716315,716962,+,647
556,NZ_CP069060,1,557769,558416,+,647
556,NZ_CP072667,1,716297,716944,+,647
556,NZ_CP072671,1,716297,716944,+,647
556,NZ_CP072668,1,716284,716931,+,647
556,NZ_CP072666,1,716297,716944,+,647
556,NZ_CP090902,1,716449,717096,+,647
556,NZ_CP090948,1,716449,717096,+,647
556,NZ_CP069052,1,1108758,1109405,+,647
556,NZ_CP076228,1,711225,711872,+,647
556,NZ_CP042445,1,716437,717084,+,647
556,NZ_CP042904,1,759838,760484,-,646
556,NC_012416,1,794711,795357,-,646
556,NZ_CP069053,1,557777,558424,+,647
556,NZ_CP042446,1,716449,717096,+,647
556,NZ_CP041215,1,964826,965472,-,646
556,NZ_OX366353,1,826735,827381,-,646
556,NZ_OX366387,1,971780,972427,+,647
556,NZ_OX366368,1,1159719,1160366,+,647
556,NZ_OX366379,1,1081104,1081751,+,647
556,NZ_CP091195,1,1538349,1538995,-,646
556,NZ_OX366375,1,1006576,1007223,+,647
556,NZ_CP046925,1,716297,716944,+,647
556,NZ_OX366318,1,1011494,1012141,+,647
556,NZ_OX366319,1,205662,206308,-,646
556,NZ_OX366332,1,1098844,1099491,+,647
556,NZ_CP110359,1,489558,490204,-,646
556,NZ_OU953855,1,256584,257230,-,646
556,NZ_OX366272,1,1337847,1338494,+,647
556,NZ_OX366347,1,746080,746726,-,646
556,NZ_OU909470,1,1404599,1405236,+,637
556,NZ_OX366363,1,1227749,1228395,-,646
556,NZ_OX366359,1,927940,928587,+,647
556,NZ_OX366380,1,530721,531357,-,636
556,NZ_CP090900,1,716449,717096,+,647
556,NZ_OX366352,1,1288095,1288741,-,646
556,NZ_OX366362,1,375598,376244,-,646
556,NZ_OX366400,1,873890,874537,+,647
556,NZ_OX366327,1,1013005,1013652,+,647
556,NZ_CP042444,1,716986,717633,+,647
556,NZ_OX366326,1,1218126,1218773,+,647
556,NZ_CP037426,1,753347,753994,+,647
556,NZ_OX366339,1,973775,974422,+,647
556,NZ_OX366355,1,229933,230579,-,646
556,NZ_CP046922,1,778163,778810,+,647
556,NZ_OX366385,1,413541,414177,-,636
556,NZ_OX366399,1,1115732,1116379,+,647
556,NZ_OX366395,1,1364541,1365187,-,646
556,NZ_OX366396,1,444469,445115,-,646
556,NZ_OX366351,1,1165375,1166022,+,647
556,NZ_OX366381,1,316523,317169,-,646
556,NZ_OX366369,1,1202424,1203071,+,647
556,NZ_OX366356,1,920049,920691,+,642
556,NZ_OX366377,1,1215526,1216172,-,646
556,NZ_OX366388,1,136264,136910,-,646
556,NZ_OX366357,1,598698,599344,-,646
556,NZ_CP072012,1,1465422,1466068,-,646
556,NZ_OX366398,1,699968,700614,-,646
556,NC_002978,6,716449,717096,+,647
556,NZ_OX366389,1,1160848,1161494,-,646
556,NZ_OX366397,1,1319957,1320604,+,647
556,NZ_OX366378,1,592669,593315,-,646
556,NZ_CP090903,1,716449,717096,+,647
556,NZ_OX366374,1,633022,633668,-,646
556,NZ_CP090901,1,716449,717096,+,647
556,NZ_CP046923,1,694411,695058,+,647
556,NZ_CP069055,1,715495,716142,+,647
556,NZ_CP072670,1,716289,716936,+,647
556,NZ_CP090899,1,716449,717096,+,647
556,NZ_CP046924,1,715349,715996,+,647
556,NZ_OX366348,1,266022,266668,-,646
556,NZ_CP046921,1,778163,778810,+,647
556,NZ_OX366338,1,985286,985948,+,662
556,NZ_CP054557,1,1093112,1093758,-,646
556,NZ_CP072669,1,716297,716944,+,647
556,NC_021089,1,749379,750026,+,647
555,NZ_CP072672,1,715250,716314,+,1064
555,NZ_CP069060,1,556704,557768,+,1064
555,NZ_CP072667,1,715232,716296,+,1064
555,NZ_CP072671,1,715232,716296,+,1064
555,NZ_CP072668,1,715219,716283,+,1064
555,NZ_CP072666,1,715232,716296,+,1064
555,NZ_CP090902,1,715384,716448,+,1064
555,NZ_CP090948,1,715384,716448,+,1064
555,NZ_CP069052,1,1107693,1108757,+,1064
555,NZ_CP076228,1,710181,711224,+,1043
555,NZ_CP042445,1,715372,716436,+,1064
555,NZ_CP042904,1,760486,761550,-,1064
555,NC_012416,1,795359,796423,-,1064
555,NZ_CP069053,1,556712,557776,+,1064
555,NZ_CP042446,1,715384,716448,+,1064
555,NZ_CP041215,1,965474,966538,-,1064
555,NZ_OX366353,1,827383,828447,-,1064
555,NZ_OX366387,1,970715,971779,+,1064
555,NZ_OX366368,1,1158654,1159718,+,1064
555,NZ_OX366379,1,1080039,1081103,+,1064
555,NZ_CP091195,1,1538997,1540061,-,1064
555,NZ_OX366375,1,1005511,1006575,+,1064
555,NZ_CP046925,1,715232,716296,+,1064
555,NZ_OX366318,1,1010429,1011493,+,1064
555,NZ_OX366319,1,206310,207374,-,1064
555,NZ_OX366332,1,1097779,1098843,+,1064
555,NZ_CP110359,1,490206,491270,-,1064
555,NZ_OU953855,1,257232,258296,-,1064
555,NZ_OX366272,1,1336782,1337846,+,1064
555,NZ_OX366347,1,746728,747791,-,1063
555,NZ_OU909470,1,1403534,1404598,+,1064
555,NZ_OX366363,1,1228397,1229461,-,1064
555,NZ_OX366359,1,926875,927939,+,1064
555,NZ_OX366380,1,531359,532423,-,1064
555,NZ_CP090900,1,715384,716448,+,1064
555,NZ_OX366352,1,1288743,1289807,-,1064
555,NZ_OX366362,1,376246,377310,-,1064
555,NZ_OX366400,1,872825,873889,+,1064
555,NZ_OX366327,1,1011940,1013004,+,1064
555,NZ_CP042444,1,715921,716985,+,1064
555,NZ_OX366326,1,1217061,1218125,+,1064
555,NZ_CP037426,1,752282,753346,+,1064
555,NZ_OX366339,1,972710,973774,+,1064
555,NZ_OX366355,1,230581,231645,-,1064
555,NZ_CP046922,1,777098,778162,+,1064
555,NZ_OX366385,1,414179,415243,-,1064
555,NZ_OX366399,1,1114667,1115731,+,1064
555,NZ_OX366395,1,1365189,1366253,-,1064
555,NZ_OX366396,1,445117,446181,-,1064
555,NZ_OX366351,1,1164310,1165374,+,1064
555,NZ_OX366381,1,317171,318235,-,1064
555,NZ_OX366369,1,1201359,1202423,+,1064
555,NZ_OX366356,1,918984,920048,+,1064
555,NZ_OX366377,1,1216174,1217238,-,1064
555,NZ_OX366388,1,136912,137976,-,1064
555,NZ_OX366357,1,599346,600410,-,1064
555,NZ_CP072012,1,1466070,1467134,-,1064
555,NZ_OX366398,1,700616,701680,-,1064
555,NC_002978,6,715384,716448,+,1064
555,NZ_OX366389,1,1161496,1162560,-,1064
555,NZ_OX366397,1,1318892,1319956,+,1064
555,NZ_OX366378,1,593317,594381,-,1064
555,NZ_CP090903,1,715384,716448,+,1064
555,NZ_OX366374,1,633670,634729,-,1059
555,NZ_CP090901,1,715384,716448,+,1064
555,NZ_CP046923,1,693346,694410,+,1064
555,NZ_CP069055,1,714430,715494,+,1064
555,NZ_CP072670,1,715224,716288,+,1064
555,NZ_CP090899,1,715384,716448,+,1064
555,NZ_CP046924,1,714284,715348,+,1064
555,NZ_OX366348,1,266670,267734,-,1064
555,NZ_CP046921,1,777098,778162,+,1064
555,NZ_OX366338,1,983383,984392,+,1009
555,NZ_CP054557,1,1093760,1094824,-,1064
555,NZ_CP072669,1,715232,716296,+,1064
555,NC_021089,1,748314,749378,+,1064
554,NZ_CP072672,1,714431,715025,+,594
554,NZ_CP069060,1,555885,556479,+,594
554,NZ_CP072667,1,714413,715007,+,594
554,NZ_CP072671,1,714413,715007,+,594
554,NZ_CP072668,1,714400,714994,+,594
554,NZ_CP072666,1,714413,715007,+,594
554,NZ_CP090902,1,714565,715159,+,594
554,NZ_CP090948,1,714565,715159,+,594
554,NZ_CP069052,1,1106874,1107468,+,594
554,NZ_CP076228,1,708423,709017,+,594
554,NZ_CP042445,1,714553,715147,+,594
554,NZ_CP042904,1,761775,762369,-,594
554,NC_012416,1,796648,797242,-,594
554,NZ_CP069053,1,555893,556487,+,594
554,NZ_CP042446,1,714565,715159,+,594
554,NZ_CP041215,1,966763,967357,-,594
554,NZ_OX366353,1,828672,829266,-,594
554,NZ_OX366387,1,969896,970490,+,594
554,NZ_OX366368,1,1157835,1158429,+,594
554,NZ_OX366379,1,1079220,1079814,+,594
554,NZ_CP091195,1,1540286,1540880,-,594
554,NZ_OX366375,1,1004692,1005286,+,594
554,NZ_CP046925,1,714413,715007,+,594
554,NZ_OX366318,1,1009610,1010204,+,594
554,NZ_OX366319,1,207599,208193,-,594
554,NZ_OX366332,1,1096960,1097554,+,594
554,NZ_CP110359,1,491495,492092,-,597
554,NZ_OU953855,1,258521,259118,-,597
554,NZ_OX366272,1,1335960,1336557,+,597
554,NZ_OX366347,1,748390,748949,-,559
554,NZ_OU909470,1,1402746,1403309,+,563
554,NZ_OX366363,1,1229686,1230280,-,594
554,NZ_OX366359,1,926056,926650,+,594
554,NZ_OX366380,1,532648,533211,-,563
554,NZ_CP090900,1,714565,715159,+,594
554,NZ_OX366352,1,1290032,1290626,-,594
554,NZ_OX366362,1,377535,378098,-,563
554,NZ_OX366400,1,872006,872600,+,594
554,NZ_OX366327,1,1011121,1011715,+,594
554,NZ_CP042444,1,715102,715696,+,594
554,NZ_OX366326,1,1216242,1216836,+,594
554,NZ_CP037426,1,751463,752057,+,594
554,NZ_OX366339,1,971891,972485,+,594
554,NZ_OX366355,1,231870,232464,-,594
554,NZ_CP046922,1,776279,776873,+,594
554,NZ_OX366385,1,415468,416031,-,563
554,NZ_OX366399,1,1113848,1114442,+,594
554,NZ_OX366395,1,1366482,1367072,-,590
554,NZ_OX366396,1,446406,447000,-,594
554,NZ_OX366351,1,1163491,1164085,+,594
554,NZ_OX366381,1,318460,319054,-,594
554,NZ_OX366369,1,1200540,1201134,+,594
554,NZ_OX366356,1,918165,918759,+,594
554,NZ_OX366377,1,1217463,1218057,-,594
554,NZ_OX366388,1,138201,138798,-,597
554,NZ_OX366357,1,600635,601229,-,594
554,NZ_CP072012,1,1467359,1467953,-,594
554,NZ_OX366398,1,701905,702499,-,594
554,NC_002978,6,714565,715159,+,594
554,NZ_OX366389,1,1162785,1163379,-,594
554,NZ_OX366397,1,1318073,1318667,+,594
554,NZ_OX366378,1,594606,595200,-,594
554,NZ_CP090903,1,714565,715159,+,594
554,NZ_OX366374,1,634959,635553,-,594
554,NZ_CP090901,1,714565,715159,+,594
554,NZ_CP046923,1,692527,693121,+,594
554,NZ_CP069055,1,713611,714205,+,594
554,NZ_CP072670,1,714405,714999,+,594
554,NZ_CP090899,1,714565,715159,+,594
554,NZ_CP046924,1,713465,714059,+,594
554,NZ_OX366348,1,267959,268553,-,594
554,NZ_CP046921,1,776279,776873,+,594
554,NZ_OX366338,1,982564,983154,+,590
554,NZ_CP054557,1,1095049,1095643,-,594
554,NZ_CP072669,1,714413,715007,+,594
554,NC_021089,1,747495,748089,+,594
553,NZ_CP072672,1,623355,624589,+,1234
553,NZ_CP069060,1,1043127,1044352,+,1225
553,NZ_CP069060,1,1125511,1126736,-,1225
553,NZ_CP072667,1,623337,624571,+,1234
553,NZ_CP072671,1,623337,624571,+,1234
553,NZ_CP072668,1,623324,624558,+,1234
553,NZ_CP072666,1,623337,624571,+,1234
553,NZ_CP090902,1,623489,624723,+,1234
553,NZ_CP090948,1,623489,624723,+,1234
553,NZ_CP069052,1,609893,611118,+,1225
553,NZ_CP076228,1,491000,492231,+,1231
553,NZ_CP042445,1,623477,624711,+,1234
553,NZ_CP042904,1,573994,575228,+,1234
553,NZ_CP042904,1,1041891,1043125,+,1234
553,NC_012416,1,577989,579223,+,1234
553,NC_012416,1,1084448,1085682,+,1234
553,NZ_CP069053,1,1044078,1045303,+,1225
553,NZ_CP069053,1,1246021,1247246,+,1225
553,NZ_CP042446,1,623489,624723,+,1234
553,NZ_OX366387,1,280338,281563,+,1225
553,NZ_OX366387,1,510197,511422,-,1225
553,NZ_OX366368,1,865029,866263,+,1234
553,NZ_OX366379,1,614473,615707,-,1234
553,NZ_CP046925,1,623337,624571,+,1234
553,NZ_CP110359,1,595258,596483,+,1225
553,NZ_CP110359,1,695440,696665,+,1225
553,NZ_OX366272,1,1015180,1016414,+,1234
553,NZ_OX366344,1,67383,68606,-,1223
553,NZ_CP090900,1,623489,624723,+,1234
553,NZ_CP042444,1,624026,625260,+,1234
553,NZ_CP037426,1,356244,357467,+,1223
553,NZ_OX366355,1,661171,662405,+,1234
553,NZ_CP046922,1,685203,686437,+,1234
553,NZ_OX366399,1,991446,992680,+,1234
553,NZ_OX366356,1,510968,512193,-,1225
553,NC_002978,6,623489,624723,+,1234
553,NZ_CP090903,1,623489,624723,+,1234
553,NZ_CP090901,1,623489,624723,+,1234
553,NZ_CP046923,1,601451,602685,+,1234
553,NZ_CP069055,1,300971,302196,-,1225
553,NZ_CP072670,1,623329,624563,+,1234
553,NZ_CP090899,1,623489,624723,+,1234
553,NZ_CP046924,1,622389,623623,+,1234
553,NZ_OX366348,1,597070,598304,+,1234
553,NZ_CP046921,1,685203,686437,+,1234
553,NZ_CP072669,1,623337,624571,+,1234
552,NZ_CP072672,1,621082,622048,+,966
552,NZ_CP069060,1,1134121,1135087,-,966
552,NZ_CP072667,1,621064,622030,+,966
552,NZ_CP072671,1,621064,622030,+,966
552,NZ_CP072668,1,621051,622017,+,966
552,NZ_CP072666,1,621064,622030,+,966
552,NZ_CP090902,1,621216,622182,+,966
552,NZ_CP090948,1,621216,622182,+,966
552,NZ_CP069052,1,602697,603663,+,966
552,NZ_CP076228,1,488729,489695,+,966
552,NZ_CP042445,1,621204,622170,+,966
552,NZ_CP042904,1,571721,572687,+,966
552,NZ_CP042904,1,1039618,1040584,+,966
552,NC_012416,1,575716,576682,+,966
552,NC_012416,1,1082175,1083141,+,966
552,NZ_CP069053,1,1238589,1239555,+,966
552,NZ_CP042446,1,621216,622182,+,966
552,NZ_OX366387,1,820391,821360,-,969
552,NZ_OX366368,1,997441,998407,+,966
552,NZ_OX366379,1,619856,620822,-,966
552,NZ_OX366379,1,995975,996941,+,966
552,NZ_CP091195,1,586276,587242,-,966
552,NZ_CP046925,1,621064,622030,+,966
552,NZ_OX366332,1,662911,663880,-,969
552,NZ_OX366363,1,1317620,1318589,-,969
552,NZ_CP090900,1,621216,622182,+,966
552,NZ_CP042444,1,621753,622719,+,966
552,NZ_CP037426,1,445808,446774,+,966
552,NZ_CP046922,1,682930,683896,+,966
552,NZ_OX366399,1,989173,990139,+,966
552,NZ_OX366396,1,259672,260636,+,964
552,NZ_OX366396,1,770511,771475,+,964
552,NZ_OX366396,1,908893,909857,-,964
552,NZ_OX366396,1,1026414,1027378,+,964
552,NZ_OX366369,1,970995,971964,+,969
552,NZ_CP072012,1,207298,208264,-,966
552,NC_002978,6,621216,622182,+,966
552,NZ_CP090903,1,621216,622182,+,966
552,NZ_CP090901,1,621216,622182,+,966
552,NZ_CP046923,1,599178,600144,+,966
552,NZ_CP072670,1,621056,622022,+,966
552,NZ_CP090899,1,621216,622182,+,966
552,NZ_CP046924,1,620116,621082,+,966
552,NZ_CP046921,1,682930,683896,+,966
552,NZ_CP072669,1,621064,622030,+,966
552,NC_021089,1,270869,271835,-,966
551,NZ_CP072672,1,614609,615240,+,631
551,NZ_CP069060,1,1140948,1141560,-,612
551,NZ_CP072667,1,614591,615222,+,631
551,NZ_CP072671,1,614591,615222,+,631
551,NZ_CP072668,1,614578,615209,+,631
551,NZ_CP072666,1,614591,615222,+,631
551,NZ_CP090902,1,614743,615374,+,631
551,NZ_CP090948,1,614743,615374,+,631
551,NZ_CP069052,1,596224,596836,+,612
551,NZ_CP076228,1,482376,483004,+,628
551,NZ_CP042445,1,614731,615362,+,631
551,NZ_CP042904,1,565562,566193,+,631
551,NZ_CP042904,1,1033145,1033776,+,631
551,NC_012416,1,569243,569874,+,631
551,NC_012416,1,1075702,1076333,+,631
551,NZ_CP069053,1,1232116,1232728,+,612
551,NZ_CP042446,1,614743,615374,+,631
551,NZ_OX366387,1,629493,630106,+,613
551,NZ_OX366368,1,990968,991599,+,631
551,NZ_OX366379,1,989502,990133,+,631
551,NZ_CP091195,1,593083,593693,-,610
551,NZ_CP046925,1,614591,615222,+,631
551,NZ_CP090900,1,614743,615374,+,631
551,NZ_CP042444,1,615280,615911,+,631
551,NZ_CP037426,1,439358,439971,+,613
551,NZ_CP046922,1,676457,677088,+,631
551,NZ_OX366399,1,982700,983331,+,631
551,NZ_OX366369,1,988895,989508,+,613
551,NZ_CP072012,1,75898,76529,-,631
551,NC_002978,6,614743,615374,+,631
551,NZ_CP090903,1,614743,615374,+,631
551,NZ_CP090901,1,614743,615374,+,631
551,NZ_CP046923,1,592705,593336,+,631
551,NZ_CP069055,1,247360,247991,-,631
551,NZ_CP072670,1,614583,615214,+,631
551,NZ_CP090899,1,614743,615374,+,631
551,NZ_CP046924,1,613643,614274,+,631
551,NZ_CP046921,1,676457,677088,+,631
551,NZ_OX366338,1,446222,446853,-,631
551,NZ_CP072669,1,614591,615222,+,631
551,NC_021089,1,277663,278294,-,631
550,NZ_CP072672,1,591804,592563,+,759
550,NZ_CP069060,1,1163606,1164366,-,760
550,NZ_CP072667,1,591786,592545,+,759
550,NZ_CP072671,1,591786,592545,+,759
550,NZ_CP072668,1,591773,592532,+,759
550,NZ_CP072666,1,591786,592545,+,759
550,NZ_CP090902,1,591938,592697,+,759
550,NZ_CP090948,1,591938,592697,+,759
550,NZ_CP069052,1,573418,574177,+,759
550,NZ_CP042445,1,591926,592685,+,759
550,NZ_CP042904,1,1075478,1076237,+,759
550,NC_012416,1,613066,613825,+,759
550,NC_012416,1,1119525,1120284,+,759
550,NZ_CP069053,1,1209310,1210069,+,759
550,NZ_CP042446,1,591938,592697,+,759
550,NZ_OX366368,1,968162,968921,+,759
550,NZ_OX366379,1,966696,967455,+,759
550,NZ_CP091195,1,616626,617386,-,760
550,NZ_CP046925,1,591786,592545,+,759
550,NZ_OX366318,1,207660,208419,+,759
550,NZ_OX366318,1,228281,229040,+,759
550,NZ_OX366318,1,922015,922775,-,760
550,NZ_OX366332,1,531366,532125,-,759
550,NZ_CP110359,1,663054,663813,+,759
550,NZ_OU909470,1,1166618,1167377,-,759
550,NZ_OX366359,1,678945,679703,+,758
550,NZ_CP090900,1,591938,592697,+,759
550,NZ_OX366327,1,343382,344141,-,759
550,NZ_OX366327,1,421325,422084,-,759
550,NZ_CP042444,1,592475,593234,+,759
550,NZ_OX366326,1,616195,616955,-,760
550,NZ_CP046922,1,653652,654411,+,759
550,NZ_OX366399,1,959894,960653,+,759
550,NZ_OX366351,1,988966,989726,-,760
550,NZ_CP072012,1,98527,99287,-,760
550,NC_002978,6,591938,592697,+,759
550,NZ_CP090903,1,591938,592697,+,759
550,NZ_CP090901,1,591938,592697,+,759
550,NZ_CP046923,1,569900,570659,+,759
550,NZ_CP069055,1,645703,646456,+,753
550,NZ_CP072670,1,591778,592537,+,759
550,NZ_CP090899,1,591938,592697,+,759
550,NZ_CP046924,1,590838,591597,+,759
550,NZ_CP046921,1,653652,654411,+,759
550,NZ_CP072669,1,591786,592545,+,759
550,NC_021089,1,250615,251374,-,759
549,NZ_CP072672,1,577534,578074,+,540
549,NZ_CP069060,1,1178992,1179532,-,540
549,NZ_CP072667,1,577516,578056,+,540
549,NZ_CP072671,1,577516,578056,+,540
549,NZ_CP072668,1,577503,578043,+,540
549,NZ_CP072666,1,577516,578056,+,540
549,NZ_CP090902,1,577668,578208,+,540
549,NZ_CP090948,1,577668,578208,+,540
549,NZ_CP069052,1,558251,558791,+,540
549,NZ_CP042445,1,577656,578196,+,540
549,NZ_CP042904,1,588532,589072,-,540
549,NZ_CP042904,1,1056733,1057273,-,540
549,NC_012416,1,593750,594290,-,540
549,NC_012416,1,1100209,1100749,-,540
549,NZ_CP069053,1,1118981,1119521,-,540
549,NZ_CP042446,1,577668,578208,+,540
549,NZ_OX366368,1,879847,880387,-,540
549,NZ_OX366379,1,600348,600888,+,540
549,NZ_OX366375,1,922699,923239,-,540
549,NZ_CP046925,1,577516,578056,+,540
549,NZ_CP090900,1,577668,578208,+,540
549,NZ_CP042444,1,578205,578745,+,540
549,NZ_CP037426,1,378385,378925,+,540
549,NZ_CP046922,1,639382,639922,+,540
549,NZ_OX366399,1,1006264,1006804,-,540
549,NZ_CP072012,1,821551,822080,-,529
549,NC_002978,6,577668,578208,+,540
549,NZ_CP090903,1,577668,578208,+,540
549,NZ_CP090901,1,577668,578208,+,540
