block,genome,chr/contig,start,end,orientation,length
244,WOLB.0323.00104,1,779719,780375,+,656
244,WOLB.0323.00007,1,582769,583425,-,656
244,WOLB.0323.00100,1,1126748,1127404,+,656
244,WOLB.0323.00006,1,1268655,1269311,-,656
244,WOLB.0323.00119,1,687102,687757,-,655
244,WOLB.0323.00149,1,995065,995721,-,656
244,WOLB.0323.00096,1,1093691,1094347,-,656
243,WOLB.0323.00090,1,707940,710609,+,2669
243,WOLB.0323.00002,1,715204,717863,-,2659
243,WOLB.0323.00138,1,1351686,1354355,-,2669
243,WOLB.0323.00132,1,477359,480037,-,2678
243,WOLB.0323.00143,1,815855,818507,+,2652
243,WOLB.0323.00106,1,815858,818510,+,2652
243,WOLB.0323.00121,1,969059,971718,+,2659
243,WOLB.0323.00135,1,872855,875514,+,2659
243,WOLB.0323.00103,1,671225,673888,-,2663
243,WOLB.0323.00107,1,669809,672472,-,2663
243,WOLB.0323.00019,1,488100,490763,+,2663
243,WOLB.0323.00060,1,766413,769044,+,2631
243,WOLB.0323.00074,1,570384,573053,+,2669
243,WOLB.0323.00120,1,556555,559224,+,2669
243,WOLB.0323.00039,1,317226,319889,-,2663
243,WOLB.0323.00041,1,1057777,1060446,-,2669
243,WOLB.0323.00031,1,1242330,1244982,-,2652
243,WOLB.0323.00056,1,754792,757451,+,2659
243,WOLB.0323.00142,1,842709,845368,+,2659
243,WOLB.0323.00023,1,1756441,1759100,+,2659
243,WOLB.0323.00153,1,779631,782300,+,2669
243,WOLB.0323.00093,1,862148,864807,-,2659
243,WOLB.0323.00088,1,800070,802729,+,2659
243,WOLB.0323.00008,1,896834,899503,+,2669
243,WOLB.0323.00024,1,29138,31797,+,2659
243,WOLB.0323.00064,1,211181,213840,-,2659
243,WOLB.0323.00030,1,1031843,1034502,+,2659
243,WOLB.0323.00105,1,671236,673899,-,2663
243,WOLB.0323.00133,1,234702,237432,-,2730
243,WOLB.0323.00084,1,1303736,1306405,-,2669
243,WOLB.0323.00021,1,988715,991384,+,2669
243,WOLB.0323.00043,1,803084,805743,-,2659
243,WOLB.0323.00020,1,740966,743625,+,2659
243,WOLB.0323.00122,1,644278,646937,+,2659
243,WOLB.0323.00118,1,629960,632682,+,2722
243,WOLB.0323.00004,1,842710,845369,+,2659
243,WOLB.0323.00011,1,213278,215937,+,2659
243,WOLB.0323.00035,1,737971,740630,+,2659
243,WOLB.0323.00032,1,270546,273215,+,2669
243,WOLB.0323.00012,1,804172,806831,+,2659
243,WOLB.0323.00018,1,668514,671161,+,2647
243,WOLB.0323.00025,1,1106935,1109586,-,2651
243,WOLB.0323.00010,1,606167,608827,-,2660
243,WOLB.0323.00068,1,1048033,1050702,+,2669
243,WOLB.0323.00128,1,857631,860290,+,2659
243,WOLB.0323.00158,1,115560,118219,+,2659
243,WOLB.0323.00017,1,832520,835179,+,2659
243,WOLB.0323.00104,1,775591,778250,+,2659
243,WOLB.0323.00007,1,584894,587553,-,2659
243,WOLB.0323.00001,1,671236,673899,-,2663
243,WOLB.0323.00100,1,1122620,1125279,+,2659
243,WOLB.0323.00070,1,958681,961340,+,2659
243,WOLB.0323.00006,1,1270718,1273370,-,2652
243,WOLB.0323.00042,1,797210,799869,-,2659
243,WOLB.0323.00119,1,689260,691923,-,2663
243,WOLB.0323.00149,1,997190,999849,-,2659
243,WOLB.0323.00014,1,754269,756928,-,2659
243,WOLB.0323.00096,1,1095711,1098380,-,2669
242,WOLB.0323.00090,1,705658,707249,+,1591
242,WOLB.0323.00002,1,718552,720142,-,1590
242,WOLB.0323.00138,1,1355045,1356637,-,1592
242,WOLB.0323.00132,1,481014,482604,-,1590
242,WOLB.0323.00143,1,813285,814876,+,1591
242,WOLB.0323.00106,1,813288,814879,+,1591
242,WOLB.0323.00121,1,966777,968368,+,1591
242,WOLB.0323.00135,1,870575,872164,+,1589
242,WOLB.0323.00103,1,690676,692268,+,1592
242,WOLB.0323.00107,1,689260,690852,+,1592
242,WOLB.0323.00019,1,485820,487410,+,1590
242,WOLB.0323.00060,1,764131,765722,+,1591
242,WOLB.0323.00074,1,568102,569693,+,1591
242,WOLB.0323.00120,1,554273,555864,+,1591
242,WOLB.0323.00039,1,320579,322169,-,1590
242,WOLB.0323.00041,1,1061137,1062728,-,1591
242,WOLB.0323.00031,1,1245961,1247552,-,1591
242,WOLB.0323.00056,1,752511,754101,+,1590
242,WOLB.0323.00142,1,840427,842018,+,1591
242,WOLB.0323.00023,1,1754162,1755752,+,1590
242,WOLB.0323.00153,1,777349,778940,+,1591
242,WOLB.0323.00093,1,865497,867088,-,1591
242,WOLB.0323.00088,1,797790,799379,+,1589
242,WOLB.0323.00008,1,894552,896144,+,1592
242,WOLB.0323.00024,1,25007,26597,+,1590
242,WOLB.0323.00064,1,214819,216408,-,1589
242,WOLB.0323.00030,1,1029275,1030864,+,1589
242,WOLB.0323.00105,1,690687,692279,+,1592
242,WOLB.0323.00133,1,238122,239705,-,1583
242,WOLB.0323.00084,1,1307095,1308687,-,1592
242,WOLB.0323.00021,1,986433,988025,+,1592
242,WOLB.0323.00043,1,806432,808022,-,1590
242,WOLB.0323.00020,1,738686,740275,+,1589
242,WOLB.0323.00122,1,641996,643587,+,1591
242,WOLB.0323.00118,1,627678,629270,+,1592
242,WOLB.0323.00004,1,840428,842019,+,1591
242,WOLB.0323.00011,1,210996,212587,+,1591
242,WOLB.0323.00035,1,735691,737280,+,1589
242,WOLB.0323.00032,1,268264,269856,+,1592
242,WOLB.0323.00012,1,801892,803481,+,1589
242,WOLB.0323.00018,1,666235,667825,+,1590
242,WOLB.0323.00025,1,1110275,1111867,-,1592
242,WOLB.0323.00010,1,609516,611106,-,1590
242,WOLB.0323.00068,1,1045751,1047343,+,1592
242,WOLB.0323.00128,1,855352,856942,+,1590
242,WOLB.0323.00158,1,113278,114869,+,1591
242,WOLB.0323.00017,1,830238,831829,+,1591
242,WOLB.0323.00104,1,773311,774900,+,1589
242,WOLB.0323.00007,1,588244,589835,-,1591
242,WOLB.0323.00001,1,690687,692279,+,1592
242,WOLB.0323.00100,1,1120340,1121929,+,1589
242,WOLB.0323.00070,1,956402,957992,+,1590
242,WOLB.0323.00006,1,1274349,1275940,-,1591
242,WOLB.0323.00042,1,800558,802148,-,1590
242,WOLB.0323.00119,1,692613,694203,-,1590
242,WOLB.0323.00149,1,1000540,1002131,-,1591
242,WOLB.0323.00014,1,757617,759207,-,1590
242,WOLB.0323.00096,1,1099071,1100662,-,1591
241,WOLB.0323.00090,1,703140,704071,+,931
241,WOLB.0323.00002,1,843893,844825,-,932
241,WOLB.0323.00138,1,1358204,1359136,-,932
241,WOLB.0323.00132,1,484447,485379,-,932
241,WOLB.0323.00143,1,810428,811359,+,931
241,WOLB.0323.00106,1,810431,811362,+,931
241,WOLB.0323.00121,1,964260,965191,+,931
241,WOLB.0323.00135,1,868058,868989,+,931
241,WOLB.0323.00103,1,687415,688346,+,931
241,WOLB.0323.00107,1,685999,686930,+,931
241,WOLB.0323.00019,1,483312,484243,+,931
241,WOLB.0323.00060,1,761614,762545,+,931
241,WOLB.0323.00074,1,565338,566269,+,931
241,WOLB.0323.00120,1,551509,552440,+,931
241,WOLB.0323.00039,1,323745,324677,-,932
241,WOLB.0323.00041,1,1064560,1065492,-,932
241,WOLB.0323.00031,1,1249477,1250409,-,932
241,WOLB.0323.00056,1,749994,750925,+,931
241,WOLB.0323.00142,1,837910,838841,+,931
241,WOLB.0323.00023,1,1749907,1750838,+,931
241,WOLB.0323.00153,1,774831,775762,+,931
241,WOLB.0323.00093,1,868680,869612,-,932
241,WOLB.0323.00088,1,795273,796204,+,931
241,WOLB.0323.00008,1,891784,892715,+,931
241,WOLB.0323.00024,1,22236,23167,+,931
241,WOLB.0323.00064,1,218236,219168,-,932
241,WOLB.0323.00030,1,1026515,1027446,+,931
241,WOLB.0323.00105,1,687426,688357,+,931
241,WOLB.0323.00133,1,241554,242482,-,928
241,WOLB.0323.00084,1,1310254,1311186,-,932
241,WOLB.0323.00021,1,983934,984865,+,931
241,WOLB.0323.00043,1,690719,691651,-,932
241,WOLB.0323.00020,1,736169,737100,+,931
241,WOLB.0323.00122,1,639479,640410,+,931
241,WOLB.0323.00118,1,625179,626110,+,931
241,WOLB.0323.00004,1,837911,838842,+,931
241,WOLB.0323.00011,1,208479,209410,+,931
241,WOLB.0323.00035,1,733174,734105,+,931
241,WOLB.0323.00032,1,265768,266699,+,931
241,WOLB.0323.00012,1,799375,800306,+,931
241,WOLB.0323.00018,1,663471,664402,+,931
241,WOLB.0323.00025,1,1113431,1114363,-,932
241,WOLB.0323.00010,1,623585,624516,+,931
241,WOLB.0323.00068,1,1043252,1044183,+,931
241,WOLB.0323.00128,1,951964,952895,+,931
241,WOLB.0323.00158,1,110761,111692,+,931
241,WOLB.0323.00017,1,827721,828652,+,931
241,WOLB.0323.00104,1,770794,771725,+,931
241,WOLB.0323.00007,1,591420,592352,-,932
241,WOLB.0323.00001,1,687426,688357,+,931
241,WOLB.0323.00100,1,1117823,1118754,+,931
241,WOLB.0323.00070,1,1155179,1156111,-,932
241,WOLB.0323.00006,1,1277865,1278797,-,932
241,WOLB.0323.00042,1,803728,804660,-,932
241,WOLB.0323.00119,1,695779,696711,-,932
241,WOLB.0323.00149,1,1003716,1004648,-,932
241,WOLB.0323.00014,1,594811,595743,-,932
241,WOLB.0323.00096,1,1102494,1103426,-,932
240,WOLB.0323.00090,1,699169,700660,+,1491
240,WOLB.0323.00002,1,925327,926814,-,1487
240,WOLB.0323.00138,1,1364184,1365674,-,1490
240,WOLB.0323.00132,1,538075,539562,-,1487
240,WOLB.0323.00143,1,671487,672978,+,1491
240,WOLB.0323.00106,1,671488,672979,+,1491
240,WOLB.0323.00121,1,960192,961683,+,1491
240,WOLB.0323.00135,1,864079,865570,+,1491
240,WOLB.0323.00103,1,685288,686777,+,1489
240,WOLB.0323.00107,1,683872,685361,+,1489
240,WOLB.0323.00019,1,478239,479726,+,1487
240,WOLB.0323.00060,1,755343,756834,+,1491
240,WOLB.0323.00074,1,551498,552949,+,1451
240,WOLB.0323.00120,1,537669,539120,+,1451
240,WOLB.0323.00039,1,326819,328306,-,1487
240,WOLB.0323.00041,1,1077881,1079332,-,1451
240,WOLB.0323.00031,1,114328,115818,-,1490
240,WOLB.0323.00056,1,746016,747507,+,1491
240,WOLB.0323.00142,1,833842,835333,+,1491
240,WOLB.0323.00023,1,1872024,1873511,-,1487
240,WOLB.0323.00153,1,770860,772351,+,1491
240,WOLB.0323.00093,1,881766,883225,-,1459
240,WOLB.0323.00088,1,791294,792785,+,1491
240,WOLB.0323.00008,1,878253,879713,+,1460
240,WOLB.0323.00024,1,1559901,1561388,+,1487
240,WOLB.0323.00064,1,628774,630261,+,1487
240,WOLB.0323.00030,1,877566,879053,-,1487
240,WOLB.0323.00105,1,685299,686788,+,1489
240,WOLB.0323.00133,1,160189,161677,+,1488
240,WOLB.0323.00084,1,1316233,1317723,-,1490
240,WOLB.0323.00021,1,977395,978886,+,1491
240,WOLB.0323.00043,1,833358,834845,-,1487
240,WOLB.0323.00020,1,732190,733681,+,1491
240,WOLB.0323.00122,1,635508,636999,+,1491
240,WOLB.0323.00118,1,617052,618543,+,1491
240,WOLB.0323.00004,1,833843,835334,+,1491
240,WOLB.0323.00011,1,204411,205902,+,1491
240,WOLB.0323.00035,1,729196,730687,+,1491
240,WOLB.0323.00032,1,259229,260720,+,1491
240,WOLB.0323.00012,1,795396,796887,+,1491
240,WOLB.0323.00018,1,695313,696800,-,1487
240,WOLB.0323.00025,1,295012,296508,+,1496
240,WOLB.0323.00010,1,820760,822247,+,1487
240,WOLB.0323.00068,1,656265,657756,+,1491
240,WOLB.0323.00128,1,828520,830007,+,1487
240,WOLB.0323.00158,1,106693,108184,+,1491
240,WOLB.0323.00017,1,823653,825144,+,1491
240,WOLB.0323.00104,1,766815,768306,+,1491
240,WOLB.0323.00007,1,597139,598629,-,1490
240,WOLB.0323.00001,1,685299,686788,+,1489
240,WOLB.0323.00100,1,1113844,1115335,+,1491
240,WOLB.0323.00070,1,929578,931065,+,1487
240,WOLB.0323.00006,1,88728,90219,+,1491
240,WOLB.0323.00042,1,865269,866756,-,1487
240,WOLB.0323.00119,1,700297,701784,-,1487
240,WOLB.0323.00149,1,1007225,1008715,-,1490
240,WOLB.0323.00014,1,785904,787391,-,1487
240,WOLB.0323.00096,1,1115815,1117266,-,1451
239,WOLB.0323.00090,1,694815,697817,+,3002
239,WOLB.0323.00002,1,930383,933365,-,2982
239,WOLB.0323.00138,1,1368092,1371074,-,2982
239,WOLB.0323.00132,1,542175,545160,-,2985
239,WOLB.0323.00143,1,665247,668251,+,3004
239,WOLB.0323.00106,1,665248,668252,+,3004
239,WOLB.0323.00121,1,954792,957795,+,3003
239,WOLB.0323.00135,1,858602,861586,+,2984
239,WOLB.0323.00103,1,937574,940567,-,2993
239,WOLB.0323.00107,1,936147,939140,-,2993
239,WOLB.0323.00019,1,474054,477057,+,3003
239,WOLB.0323.00060,1,749969,752951,+,2982
239,WOLB.0323.00074,1,27256,30240,+,2984
239,WOLB.0323.00120,1,27251,30235,+,2984
239,WOLB.0323.00039,1,329488,332491,-,3003
239,WOLB.0323.00041,1,27252,30236,+,2984
239,WOLB.0323.00031,1,119055,122059,-,3004
239,WOLB.0323.00056,1,740620,743602,+,2982
239,WOLB.0323.00142,1,828442,831445,+,3003
239,WOLB.0323.00023,1,1799056,1802038,+,2982
239,WOLB.0323.00153,1,766506,769508,+,3002
239,WOLB.0323.00093,1,994715,997702,-,2987
239,WOLB.0323.00088,1,785806,788790,+,2984
239,WOLB.0323.00008,1,369237,372215,-,2978
239,WOLB.0323.00024,1,1553321,1556303,+,2982
239,WOLB.0323.00064,1,623126,626165,+,3039
239,WOLB.0323.00030,1,881662,884701,-,3039
239,WOLB.0323.00105,1,937583,940576,-,2993
239,WOLB.0323.00133,1,155828,158831,+,3003
239,WOLB.0323.00084,1,1320141,1323123,-,2982
239,WOLB.0323.00021,1,971996,974978,+,2982
239,WOLB.0323.00043,1,837055,840037,-,2982
239,WOLB.0323.00020,1,726702,729686,+,2984
239,WOLB.0323.00122,1,630109,633112,+,3003
239,WOLB.0323.00118,1,612697,615700,+,3003
239,WOLB.0323.00004,1,828443,831446,+,3003
239,WOLB.0323.00011,1,199011,202014,+,3003
239,WOLB.0323.00035,1,723708,726692,+,2984
239,WOLB.0323.00032,1,253830,256812,+,2982
239,WOLB.0323.00012,1,789908,792892,+,2984
239,WOLB.0323.00018,1,699092,702095,-,3003
239,WOLB.0323.00025,1,289563,292555,+,2992
239,WOLB.0323.00010,1,816526,819528,+,3002
239,WOLB.0323.00068,1,650866,653848,+,2982
239,WOLB.0323.00128,1,737451,740433,+,2982
239,WOLB.0323.00158,1,101293,104296,+,3003
239,WOLB.0323.00017,1,818253,821256,+,3003
239,WOLB.0323.00104,1,761327,764311,+,2984
239,WOLB.0323.00007,1,601045,604027,-,2982
239,WOLB.0323.00001,1,937583,940576,-,2993
239,WOLB.0323.00100,1,1108356,1111340,+,2984
239,WOLB.0323.00070,1,923024,926006,+,2982
239,WOLB.0323.00006,1,82488,85492,+,3004
239,WOLB.0323.00042,1,826944,829947,+,3003
239,WOLB.0323.00119,1,702966,705969,-,3003
239,WOLB.0323.00149,1,1011113,1014116,-,3003
239,WOLB.0323.00014,1,790985,793967,-,2982
239,WOLB.0323.00096,1,33940,36924,+,2984
238,WOLB.0323.00090,1,690989,692414,+,1425
238,WOLB.0323.00002,1,937252,938674,-,1422
238,WOLB.0323.00138,1,1376724,1378149,-,1425
238,WOLB.0323.00132,1,545601,547026,-,1425
238,WOLB.0323.00143,1,662835,664260,+,1425
238,WOLB.0323.00106,1,662836,664261,+,1425
238,WOLB.0323.00121,1,949487,950912,+,1425
238,WOLB.0323.00135,1,854776,856201,+,1425
238,WOLB.0323.00103,1,836567,837992,-,1425
238,WOLB.0323.00107,1,835141,836566,-,1425
238,WOLB.0323.00019,1,471777,473198,+,1421
238,WOLB.0323.00060,1,743012,744437,+,1425
238,WOLB.0323.00074,1,25040,26453,+,1413
238,WOLB.0323.00120,1,25035,26448,+,1413
238,WOLB.0323.00039,1,333330,334751,-,1421
238,WOLB.0323.00041,1,25036,26449,+,1413
238,WOLB.0323.00031,1,123046,124471,-,1425
238,WOLB.0323.00056,1,733663,735088,+,1425
238,WOLB.0323.00142,1,823137,824562,+,1425
238,WOLB.0323.00023,1,1795178,1796603,+,1425
238,WOLB.0323.00153,1,761028,762453,+,1425
238,WOLB.0323.00093,1,998542,999963,-,1421
238,WOLB.0323.00088,1,781980,783405,+,1425
238,WOLB.0323.00008,1,374534,375954,-,1420
238,WOLB.0323.00024,1,1547897,1549322,+,1425
238,WOLB.0323.00064,1,619248,620673,+,1425
238,WOLB.0323.00030,1,887154,888579,-,1425
238,WOLB.0323.00105,1,836577,838002,-,1425
238,WOLB.0323.00133,1,153607,155013,+,1406
238,WOLB.0323.00084,1,1327003,1328428,-,1425
238,WOLB.0323.00021,1,966691,968116,+,1425
238,WOLB.0323.00043,1,842369,843791,-,1422
238,WOLB.0323.00020,1,722876,724301,+,1425
238,WOLB.0323.00122,1,624804,626229,+,1425
238,WOLB.0323.00118,1,609301,610726,+,1425
238,WOLB.0323.00004,1,823138,824563,+,1425
238,WOLB.0323.00011,1,193706,195131,+,1425
238,WOLB.0323.00035,1,719882,721307,+,1425
238,WOLB.0323.00032,1,248525,249950,+,1425
238,WOLB.0323.00012,1,786082,787507,+,1425
238,WOLB.0323.00018,1,704552,705977,-,1425
238,WOLB.0323.00025,1,285506,286920,+,1414
238,WOLB.0323.00010,1,812649,814074,+,1425
238,WOLB.0323.00068,1,643792,645217,+,1425
238,WOLB.0323.00128,1,733697,735119,+,1422
238,WOLB.0323.00158,1,95988,97413,+,1425
238,WOLB.0323.00017,1,812948,814373,+,1425
238,WOLB.0323.00104,1,757501,758926,+,1425
238,WOLB.0323.00007,1,607907,609332,-,1425
238,WOLB.0323.00001,1,836577,838002,-,1425
238,WOLB.0323.00100,1,1104530,1105955,+,1425
238,WOLB.0323.00070,1,919270,920692,+,1422
238,WOLB.0323.00006,1,80076,81501,+,1425
238,WOLB.0323.00042,1,822120,823545,+,1425
238,WOLB.0323.00119,1,706825,708246,-,1421
238,WOLB.0323.00149,1,1017996,1019421,-,1425
238,WOLB.0323.00014,1,796299,797721,-,1422
238,WOLB.0323.00096,1,31724,33137,+,1413
237,WOLB.0323.00090,1,690276,690801,+,525
237,WOLB.0323.00002,1,938852,939387,-,535
237,WOLB.0323.00138,1,1379425,1379960,-,535
237,WOLB.0323.00132,1,547214,547739,-,525
237,WOLB.0323.00143,1,662122,662657,+,535
237,WOLB.0323.00106,1,662123,662658,+,535
237,WOLB.0323.00121,1,947692,948227,+,535
237,WOLB.0323.00135,1,1162283,1162808,-,525
237,WOLB.0323.00103,1,838180,838705,-,525
237,WOLB.0323.00107,1,836754,837279,-,525
237,WOLB.0323.00019,1,471064,471589,+,525
237,WOLB.0323.00060,1,741209,741734,+,525
237,WOLB.0323.00074,1,24516,25038,+,522
237,WOLB.0323.00120,1,24511,25033,+,522
237,WOLB.0323.00039,1,334939,335464,-,525
237,WOLB.0323.00041,1,24512,25034,+,522
237,WOLB.0323.00031,1,124649,125184,-,535
237,WOLB.0323.00056,1,731860,732385,+,525
237,WOLB.0323.00142,1,821342,821877,+,535
237,WOLB.0323.00023,1,1794465,1794985,+,520
237,WOLB.0323.00153,1,760315,760840,+,525
237,WOLB.0323.00093,1,1000153,1000678,-,525
237,WOLB.0323.00088,1,780185,780710,+,525
237,WOLB.0323.00008,1,376142,376667,-,525
237,WOLB.0323.00024,1,1547184,1547709,+,525
237,WOLB.0323.00064,1,618535,619060,+,525
237,WOLB.0323.00030,1,888767,889292,-,525
237,WOLB.0323.00105,1,838190,838715,-,525
237,WOLB.0323.00133,1,152895,153419,+,524
237,WOLB.0323.00084,1,1329704,1330239,-,535
237,WOLB.0323.00021,1,964880,965415,+,535
237,WOLB.0323.00043,1,843969,844504,-,535
237,WOLB.0323.00020,1,721081,721606,+,525
237,WOLB.0323.00122,1,624091,624616,+,525
237,WOLB.0323.00118,1,607490,608015,+,525
237,WOLB.0323.00004,1,821343,821878,+,535
237,WOLB.0323.00011,1,191911,192446,+,535
237,WOLB.0323.00035,1,718087,718612,+,525
237,WOLB.0323.00032,1,246714,247249,+,535
237,WOLB.0323.00012,1,784287,784812,+,525
237,WOLB.0323.00018,1,706165,706690,-,525
237,WOLB.0323.00025,1,269732,270240,-,508
237,WOLB.0323.00010,1,811936,812461,+,525
237,WOLB.0323.00068,1,641981,642516,+,535
237,WOLB.0323.00128,1,732984,733519,+,535
237,WOLB.0323.00158,1,94193,94728,+,535
237,WOLB.0323.00017,1,811167,811688,+,521
237,WOLB.0323.00104,1,755706,756231,+,525
237,WOLB.0323.00007,1,610610,611135,-,525
237,WOLB.0323.00001,1,838190,838715,-,525
237,WOLB.0323.00100,1,1102735,1103260,+,525
237,WOLB.0323.00070,1,918557,919092,+,535
237,WOLB.0323.00006,1,79363,79898,+,535
237,WOLB.0323.00042,1,821407,821932,+,525
237,WOLB.0323.00119,1,708434,708959,-,525
237,WOLB.0323.00149,1,1020681,1021216,-,535
237,WOLB.0323.00014,1,797899,798434,-,535
237,WOLB.0323.00096,1,31200,31722,+,522
236,WOLB.0323.00090,1,688524,690274,+,1750
236,WOLB.0323.00002,1,939388,941160,-,1772
236,WOLB.0323.00138,1,1379961,1381712,-,1751
236,WOLB.0323.00132,1,547740,549536,-,1796
236,WOLB.0323.00143,1,660364,662120,+,1756
236,WOLB.0323.00106,1,660365,662121,+,1756
236,WOLB.0323.00121,1,945940,947690,+,1750
236,WOLB.0323.00135,1,1162809,1164560,-,1751
236,WOLB.0323.00103,1,838706,840469,-,1763
236,WOLB.0323.00107,1,837280,839043,-,1763
236,WOLB.0323.00019,1,469285,471062,+,1777
236,WOLB.0323.00060,1,739457,741207,+,1750
236,WOLB.0323.00074,1,22755,24514,+,1759
236,WOLB.0323.00120,1,22750,24509,+,1759
236,WOLB.0323.00039,1,335465,337243,-,1778
236,WOLB.0323.00041,1,22751,24510,+,1759
236,WOLB.0323.00031,1,125185,126942,-,1757
236,WOLB.0323.00056,1,730108,731858,+,1750
236,WOLB.0323.00142,1,819590,821340,+,1750
236,WOLB.0323.00023,1,1792659,1794463,+,1804
236,WOLB.0323.00153,1,758563,760313,+,1750
236,WOLB.0323.00093,1,1000679,1002484,-,1805
236,WOLB.0323.00088,1,778433,780183,+,1750
236,WOLB.0323.00008,1,376668,378452,-,1784
236,WOLB.0323.00024,1,1545378,1547182,+,1804
236,WOLB.0323.00064,1,616729,618533,+,1804
236,WOLB.0323.00030,1,889293,891098,-,1805
236,WOLB.0323.00105,1,838716,840479,-,1763
236,WOLB.0323.00133,1,151099,152893,+,1794
236,WOLB.0323.00084,1,1330240,1331991,-,1751
236,WOLB.0323.00021,1,963128,964878,+,1750
236,WOLB.0323.00043,1,844505,846277,-,1772
236,WOLB.0323.00020,1,719329,721079,+,1750
236,WOLB.0323.00122,1,622339,624089,+,1750
236,WOLB.0323.00118,1,605738,607488,+,1750
236,WOLB.0323.00004,1,819591,821341,+,1750
236,WOLB.0323.00011,1,190159,191909,+,1750
236,WOLB.0323.00035,1,716335,718085,+,1750
236,WOLB.0323.00032,1,244962,246712,+,1750
236,WOLB.0323.00012,1,782535,784285,+,1750
236,WOLB.0323.00018,1,706691,708448,-,1757
236,WOLB.0323.00025,1,270241,271998,-,1757
236,WOLB.0323.00010,1,810169,811934,+,1765
236,WOLB.0323.00068,1,640229,641979,+,1750
236,WOLB.0323.00128,1,731211,732982,+,1771
236,WOLB.0323.00158,1,92441,94191,+,1750
236,WOLB.0323.00017,1,808298,810061,+,1763
236,WOLB.0323.00104,1,753954,755704,+,1750
236,WOLB.0323.00007,1,611136,612887,-,1751
236,WOLB.0323.00001,1,838716,840479,-,1763
236,WOLB.0323.00100,1,1100983,1102733,+,1750
236,WOLB.0323.00070,1,916784,918555,+,1771
236,WOLB.0323.00006,1,77605,79361,+,1756
236,WOLB.0323.00042,1,819868,821405,+,1537
236,WOLB.0323.00119,1,708960,710738,-,1778
236,WOLB.0323.00149,1,1021217,1022968,-,1751
236,WOLB.0323.00014,1,798435,800207,-,1772
236,WOLB.0323.00096,1,29439,31198,+,1759
235,WOLB.0323.00090,1,687597,688444,+,847
235,WOLB.0323.00002,1,941240,942095,-,855
235,WOLB.0323.00138,1,1381792,1382647,-,855
235,WOLB.0323.00132,1,549616,550471,-,855
235,WOLB.0323.00143,1,659432,660273,+,841
235,WOLB.0323.00106,1,659433,660274,+,841
235,WOLB.0323.00121,1,945005,945860,+,855
235,WOLB.0323.00135,1,1164640,1165487,-,847
235,WOLB.0323.00103,1,841752,842599,-,847
235,WOLB.0323.00107,1,840326,841173,-,847
235,WOLB.0323.00019,1,468358,469205,+,847
235,WOLB.0323.00060,1,738522,739377,+,855
235,WOLB.0323.00074,1,21828,22675,+,847
235,WOLB.0323.00120,1,21823,22670,+,847
235,WOLB.0323.00039,1,337323,338170,-,847
235,WOLB.0323.00041,1,21824,22671,+,847
235,WOLB.0323.00031,1,127033,127874,-,841
235,WOLB.0323.00056,1,729173,730028,+,855
235,WOLB.0323.00142,1,818655,819510,+,855
235,WOLB.0323.00023,1,1791724,1792579,+,855
235,WOLB.0323.00153,1,757636,758483,+,847
235,WOLB.0323.00093,1,1002564,1003411,-,847
235,WOLB.0323.00088,1,777506,778353,+,847
235,WOLB.0323.00008,1,378532,379379,-,847
235,WOLB.0323.00024,1,1544443,1545298,+,855
235,WOLB.0323.00064,1,615794,616649,+,855
235,WOLB.0323.00030,1,891178,892033,-,855
235,WOLB.0323.00105,1,841762,842609,-,847
235,WOLB.0323.00133,1,150162,151009,+,847
235,WOLB.0323.00084,1,1332071,1332926,-,855
235,WOLB.0323.00021,1,962193,963048,+,855
235,WOLB.0323.00043,1,846357,847212,-,855
235,WOLB.0323.00020,1,718402,719249,+,847
235,WOLB.0323.00122,1,621404,622259,+,855
235,WOLB.0323.00118,1,604811,605658,+,847
235,WOLB.0323.00004,1,818656,819511,+,855
235,WOLB.0323.00011,1,189224,190079,+,855
235,WOLB.0323.00035,1,715408,716255,+,847
235,WOLB.0323.00032,1,244027,244882,+,855
235,WOLB.0323.00012,1,781608,782455,+,847
235,WOLB.0323.00018,1,708528,709383,-,855
235,WOLB.0323.00025,1,272089,272930,-,841
235,WOLB.0323.00010,1,809234,810089,+,855
235,WOLB.0323.00068,1,639294,640149,+,855
235,WOLB.0323.00128,1,730276,731131,+,855
235,WOLB.0323.00158,1,91506,92361,+,855
235,WOLB.0323.00017,1,807363,808218,+,855
235,WOLB.0323.00104,1,753027,753874,+,847
235,WOLB.0323.00007,1,612967,613822,-,855
235,WOLB.0323.00001,1,841762,842609,-,847
235,WOLB.0323.00100,1,1100056,1100903,+,847
235,WOLB.0323.00070,1,915849,916704,+,855
235,WOLB.0323.00006,1,76673,77514,+,841
235,WOLB.0323.00042,1,818933,819788,+,855
235,WOLB.0323.00119,1,710818,711665,-,847
235,WOLB.0323.00149,1,1023048,1023903,-,855
235,WOLB.0323.00014,1,800287,801142,-,855
235,WOLB.0323.00096,1,28512,29359,+,847
234,WOLB.0323.00090,1,685455,686156,+,701
234,WOLB.0323.00002,1,945621,946322,-,701
234,WOLB.0323.00138,1,1383900,1384601,-,701
234,WOLB.0323.00132,1,551922,552623,-,701
234,WOLB.0323.00121,1,943050,943751,+,701
234,WOLB.0323.00135,1,1166938,1167639,-,701
234,WOLB.0323.00103,1,843889,844590,-,701
234,WOLB.0323.00107,1,842463,843164,-,701
234,WOLB.0323.00019,1,466198,466900,+,702
