gembase_name	orig_name	to_annotate	gsize	nb_conts	L90
WOLB.0323.00104	Wolbachia/tmp_files/GCF_947251975.1_ilHylFasc1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251975.1_ilHylFasc1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1307821	1	1
WOLB.0323.00105	Wolbachia/tmp_files/GCF_019665805.1_ASM1966580v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_019665805.1_ASM1966580v1_genomic.fna_prepare-split5N.fna	1484007	1	1
WOLB.0323.00106	Wolbachia/tmp_files/GCF_004795975.1_ASM479597v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_004795975.1_ASM479597v1_genomic.fna_prepare-split5N.fna	1273530	1	1
WOLB.0323.00107	Wolbachia/tmp_files/GCF_002379145.2_ASM237914v2_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_002379145.2_ASM237914v2_genomic.fna_prepare-split5N.fna	1482279	1	1
WOLB.0323.00108	Wolbachia/tmp_files/GCF_012277295.1_ASM1227729v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_012277295.1_ASM1227729v1_genomic.fna_prepare-split5N.fna	1495538	1	1
WOLB.0323.00109	Wolbachia/tmp_files/GCF_007972595.1_ASM797259v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_007972595.1_ASM797259v1_genomic.fna_prepare-split5N.fna	1269137	1	1
WOLB.0323.00110	Wolbachia/tmp_files/GCF_947250715.1_ioSymStri1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947250715.1_ioSymStri1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1516596	1	1
WOLB.0323.00111	Wolbachia/tmp_files/GCF_947251475.1_ilEpiAlte1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251475.1_ilEpiAlte1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1197405	1	1
WOLB.0323.00112	Wolbachia/tmp_files/GCF_947251745.1_ilEpaGrot1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251745.1_ilEpaGrot1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1431998	1	1
WOLB.0323.00113	Wolbachia/tmp_files/GCF_021496155.1_ASM2149615v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_021496155.1_ASM2149615v1_genomic.fna_prepare-split5N.fna	1267786	1	1
WOLB.0323.00114	Wolbachia/tmp_files/GCF_017896285.1_ASM1789628v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_017896285.1_ASM1789628v1_genomic.fna_prepare-split5N.fna	1267775	1	1
WOLB.0323.00115	Wolbachia/tmp_files/GCF_016584405.1_ASM1658440v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_016584405.1_ASM1658440v1_genomic.fna_prepare-split5N.fna	1267843	1	1
WOLB.0323.00116	Wolbachia/tmp_files/GCF_947250585.1_iyLasMori1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947250585.1_iyLasMori1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1282687	1	1
WOLB.0323.00117	Wolbachia/tmp_files/GCF_947251755.1_icPhiCogn1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251755.1_icPhiCogn1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1811323	1	1
WOLB.0323.00118	Wolbachia/tmp_files/GCF_947251495.1_ilPamFasc1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251495.1_ilPamFasc1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1266982	1	1
WOLB.0323.00119	Wolbachia/tmp_files/GCF_023559125.1_ASM2355912v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_023559125.1_ASM2355912v1_genomic.fna_prepare-split5N.fna	1321828	1	1
WOLB.0323.00120	Wolbachia/tmp_files/GCF_019355375.1_ASM1935537v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_019355375.1_ASM1935537v1_genomic.fna_prepare-split5N.fna	1515763	1	1
WOLB.0323.00121	Wolbachia/tmp_files/GCF_947250595.1_ilCamMarg1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947250595.1_ilCamMarg1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1507681	1	1
WOLB.0323.00122	Wolbachia/tmp_files/GCF_947251865.1_idProAzur1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251865.1_idProAzur1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	1550351	1	1
WOLB.0323.00123	Wolbachia/tmp_files/GCF_021497225.1_ASM2149722v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_021497225.1_ASM2149722v1_genomic.fna_prepare-split5N.fna	1267782	1	1
WOLB.0323.00124	Wolbachia/tmp_files/GCF_000530755.1_W_O_volvulus_Cameroon_v3_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_000530755.1_W_O_volvulus_Cameroon_v3_genomic.fna_prepare-split5N.fna	960618	1	1
WOLB.0323.00125	Wolbachia/tmp_files/GCF_947251525.1_ilCalPalu1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251525.1_ilCalPalu1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	1378300	1	1
WOLB.0323.00126	Wolbachia/tmp_files/GCF_013365495.1_ASM1336549v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_013365495.1_ASM1336549v1_genomic.fna_prepare-split5N.fna	863427	1	1
WOLB.0323.00127	Wolbachia/tmp_files/GCF_947251965.1_iySphMoni1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251965.1_iySphMoni1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	1141922	1	1
WOLB.0323.00128	Wolbachia/tmp_files/GCF_947251835.1_ilApoTurb1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251835.1_ilApoTurb1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1525755	1	1
WOLB.0323.00129	Wolbachia/tmp_files/GCF_016584425.1_ASM1658442v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_016584425.1_ASM1658442v1_genomic.fna_prepare-split5N.fna	1267783	1	1
WOLB.0323.00130	Wolbachia/tmp_files/GCF_947251895.1_idBomMajo1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251895.1_idBomMajo1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1556586	1	1
WOLB.0323.00131	Wolbachia/tmp_files/GCF_021609905.1_ASM2160990v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_021609905.1_ASM2160990v1_genomic.fna_prepare-split5N.fna	1586584	1	1
WOLB.0323.00132	Wolbachia/tmp_files/GCF_947250575.1_idEpiBalt1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947250575.1_idEpiBalt1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1402288	1	1
WOLB.0323.00133	Wolbachia/tmp_files/GCF_018491735.2_ASM1849173v2_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_018491735.2_ASM1849173v2_genomic.fna_prepare-split5N.fna	1231247	1	1
WOLB.0323.00134	Wolbachia/tmp_files/GCF_021496235.1_ASM2149623v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_021496235.1_ASM2149623v1_genomic.fna_prepare-split5N.fna	1267786	1	1
WOLB.0323.00135	Wolbachia/tmp_files/GCF_008245065.1_ASM824506v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_008245065.1_ASM824506v1_genomic.fna_prepare-split5N.fna	1376868	1	1
WOLB.0323.00136	Wolbachia/tmp_files/GCF_947251925.1_idEpiGros1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251925.1_idEpiGros1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1483876	1	1
WOLB.0323.00137	Wolbachia/tmp_files/GCF_947251695.1_iyEctCont1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251695.1_iyEctCont1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1299221	1	1
WOLB.0323.00138	Wolbachia/tmp_files/GCF_947250545.1_ilEryTage1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947250545.1_ilEryTage1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1532960	1	1
WOLB.0323.00139	Wolbachia/tmp_files/GCF_018689955.1_ASM1868995v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_018689955.1_ASM1868995v1_genomic.fna_prepare-split5N.fna	1353394	1	1
WOLB.0323.00140	Wolbachia/tmp_files/GCF_004795935.1_ASM479593v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_004795935.1_ASM479593v1_genomic.fna_prepare-split5N.fna	1080064	1	1
WOLB.0323.00141	Wolbachia/tmp_files/GCF_012277315.1_ASM1227731v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_012277315.1_ASM1227731v1_genomic.fna_prepare-split5N.fna	1201647	1	1
WOLB.0323.00142	Wolbachia/tmp_files/GCF_947251605.1_ilEmmMono1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251605.1_ilEmmMono1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1385742	1	1
WOLB.0323.00143	Wolbachia/tmp_files/GCF_004795955.1_ASM479595v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_004795955.1_ASM479595v1_genomic.fna_prepare-split5N.fna	1273527	1	1
WOLB.0323.00144	Wolbachia/tmp_files/GCF_947251485.1_iyScaNigr1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251485.1_iyScaNigr1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1150902	1	1
WOLB.0323.00145	Wolbachia/tmp_files/GCF_013365435.1_ASM1336543v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_013365435.1_ASM1336543v1_genomic.fna_prepare-split5N.fna	1045802	1	1
WOLB.0323.00146	Wolbachia/tmp_files/GCF_936270145.1_WolOegibB_v1.0_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_936270145.1_WolOegibB_v1.0_genomic.fna_prepare-split5N.fna	1551378	1	1
WOLB.0323.00147	Wolbachia/tmp_files/GCF_947250735.1_idSphTaen1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947250735.1_idSphTaen1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1354582	1	1
WOLB.0323.00148	Wolbachia/tmp_files/GCF_947251545.1_idAnoPurm1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251545.1_idAnoPurm1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1485790	1	1
WOLB.0323.00149	Wolbachia/tmp_files/GCF_947251625.1_ilPhaBuce1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251625.1_ilPhaBuce1.Wolbachia_sp_2.1_genomic.fna_prepare-split5N.fna	1358027	1	1
WOLB.0323.00150	Wolbachia/tmp_files/GCF_017896245.1_ASM1789624v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_017896245.1_ASM1789624v1_genomic.fna_prepare-split5N.fna	1267786	1	1
WOLB.0323.00151	Wolbachia/tmp_files/GCF_918342435.1_Wolbachia_endosymbiont_of_CSFBv1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_918342435.1_Wolbachia_endosymbiont_of_CSFBv1_genomic.fna_prepare-split5N.fna	1438854	1	1
WOLB.0323.00152	Wolbachia/tmp_files/GCF_000306885.1_ASM30688v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_000306885.1_ASM30688v1_genomic.fna_prepare-split5N.fna	957990	1	1
WOLB.0323.00153	Wolbachia/tmp_files/GCF_947251875.1_ilLycPhla1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251875.1_ilLycPhla1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1312310	1	1
WOLB.0323.00154	Wolbachia/tmp_files/GCF_007971685.1_ASM797168v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_007971685.1_ASM797168v1_genomic.fna_prepare-split5N.fna	1267781	1	1
WOLB.0323.00155	Wolbachia/tmp_files/GCF_947251645.1_idBibMarc1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_947251645.1_idBibMarc1.Wolbachia_sp_1.1_genomic.fna_prepare-split5N.fna	1355351	1	1
WOLB.0323.00156	Wolbachia/tmp_files/GCF_013365455.1_ASM1336545v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_013365455.1_ASM1336545v1_genomic.fna_prepare-split5N.fna	920122	1	1
WOLB.0323.00157	Wolbachia/tmp_files/GCF_000829315.1_ASM82931v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_000829315.1_ASM82931v1_genomic.fna_prepare-split5N.fna	1250060	1	1
WOLB.0323.00158	Wolbachia/tmp_files/GCF_020995475.1_ASM2099547v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_020995475.1_ASM2099547v1_genomic.fna_prepare-split5N.fna	1381884	3	1
WOLB.0323.00159	Wolbachia/tmp_files/GCF_024804185.1_ASM2480418v1_genomic.fna_prepare-split5N.fna	Wolbachia/tmp_files/GCF_024804185.1_ASM2480418v1_genomic.fna_prepare-split5N.fna	1226577	3	1
